order_id,order_date,state,region,product_name,price,quantity,discount,revenue
826,2023-05-11,Maharashtra,West,Refrigerator,26532,1,15,22552.2
827,2023-12-12,Karnataka,South,AC,8292,3,10,22388.4
828,2023-10-07,Gujarat,West,Mixer,2486,4,5,9446.8
829,2023-06-10,Tamil Nadu,South,Fan,1734,2,25,2601.0
830,2023-02-16,Maharashtra,West,Mixer,25451,2,10,45811.8
831,2023-06-27,Tamil Nadu,South,AC,21996,1,20,17596.8
832,2023-10-29,West Bengal,East,Headphones,7147,4,20,22870.4
833,2023-01-01,Karnataka,South,AC,21182,2,5,40245.799999999996
834,2023-10-12,Maharashtra,West,TV,15791,3,10,42635.700000000004
835,2023-09-19,Gujarat,West,Refrigerator,9340,2,20,14944.0
836,2023-06-16,Gujarat,West,Refrigerator,16528,3,5,47104.799999999996
837,2023-03-26,Uttar Pradesh,North,Smartphone,9192,4,20,29414.4
838,2023-11-14,Karnataka,South,Fan,11289,3,10,30480.3
839,2023-01-26,Delhi,North,Heater,26939,2,10,48490.200000000004
840,2023-09-09,Uttar Pradesh,North,Winter Jacket,22215,5,5,105521.25
841,2023-02-05,Maharashtra,West,Refrigerator,19084,3,20,45801.600000000006
842,2023-05-26,Maharashtra,West,Mixer,25186,3,20,60446.4
843,2023-01-24,West Bengal,East,Tablet,12776,3,20,30662.4
844,2023-04-18,Uttar Pradesh,North,Winter Jacket,7043,3,0,21129.0
845,2023-02-09,West Bengal,East,Headphones,15496,2,5,29442.399999999998
846,2023-12-15,Delhi,North,Winter Jacket,14391,3,0,43173.0
847,2023-06-29,Gujarat,West,Mixer,27066,1,0,27066.0
848,2023-05-10,Delhi,North,Smartphone,15615,3,10,42160.5
849,2023-05-08,West Bengal,East,Headphones,14433,4,15,49072.2
850,2023-10-26,West Bengal,East,Headphones,3782,3,0,11346.0
851,2023-11-18,Gujarat,West,TV,5953,5,10,26788.5
852,2023-09-22,Gujarat,West,Refrigerator,19101,3,20,45842.4
853,2023-08-03,Gujarat,West,Mixer,13037,3,10,35199.9
854,2023-04-25,Karnataka,South,Fan,7634,2,20,12214.400000000001
855,2023-07-14,West Bengal,East,Tablet,23489,1,15,19965.649999999998
856,2023-03-26,Maharashtra,West,Mixer,24051,3,10,64937.700000000004
857,2023-07-20,Tamil Nadu,South,AC,11150,1,5,10592.5
858,2023-10-07,Delhi,North,Heater,21742,4,20,69574.40000000001
859,2023-02-02,Delhi,North,Heater,9878,3,10,26670.600000000002
860,2023-12-12,Gujarat,West,Refrigerator,12293,4,20,39337.600000000006
861,2023-01-27,Gujarat,West,TV,8464,4,5,32163.199999999997
862,2023-07-25,Maharashtra,West,Refrigerator,11814,1,10,10632.6
863,2023-11-27,Uttar Pradesh,North,Winter Jacket,11806,3,10,31876.2
864,2023-08-08,Delhi,North,Heater,15295,2,0,30590.0
865,2023-05-13,Maharashtra,West,Mixer,12486,4,20,39955.200000000004
866,2023-09-17,Tamil Nadu,South,Laptop,6384,2,20,10214.400000000001
867,2023-03-07,Delhi,North,Winter Jacket,7380,3,15,18819.0
868,2023-08-26,Delhi,North,Heater,5581,2,15,9487.699999999999
869,2023-03-03,Karnataka,South,AC,6475,4,10,23310.0
870,2023-12-14,Maharashtra,West,Mixer,25608,4,20,81945.6
871,2023-11-12,Karnataka,South,Fan,25639,5,25,96146.25
872,2023-04-14,Gujarat,West,TV,5202,2,5,9883.8
873,2023-06-27,Delhi,North,Smartphone,23938,4,20,76601.6
874,2023-02-10,Tamil Nadu,South,Laptop,20483,2,15,34821.1
875,2023-05-22,Uttar Pradesh,North,Winter Jacket,19462,2,15,33085.4
876,2023-01-27,Gujarat,West,TV,20881,1,5,19836.95
877,2023-07-09,Delhi,North,Heater,25322,2,10,45579.6
878,2023-02-04,Gujarat,West,Refrigerator,10399,5,10,46795.5
879,2023-09-18,Gujarat,West,Refrigerator,1810,4,10,6516.0
880,2023-02-17,Maharashtra,West,Mixer,28412,2,20,45459.200000000004
881,2023-11-26,West Bengal,East,Headphones,19036,2,5,36168.4
882,2023-08-31,Maharashtra,West,Refrigerator,29993,1,15,25494.05
883,2023-02-23,Tamil Nadu,South,Fan,29577,3,0,88731.0
884,2023-09-08,Tamil Nadu,South,Laptop,28975,4,10,104310.0
885,2023-05-17,Maharashtra,West,TV,588,4,15,1999.2
886,2023-09-24,Maharashtra,West,TV,25440,5,10,114480.0
887,2023-12-27,Karnataka,South,Laptop,23078,3,15,58848.9
888,2023-05-17,West Bengal,East,Tablet,2297,2,0,4594.0
889,2023-09-12,Karnataka,South,AC,21122,2,15,35907.4
890,2023-01-22,Gujarat,West,TV,13607,2,20,21771.2
891,2023-11-05,Tamil Nadu,South,Laptop,22597,5,25,84738.75
892,2023-07-03,Karnataka,South,AC,12143,3,5,34607.549999999996
893,2023-06-15,Uttar Pradesh,North,Heater,15520,1,20,12416.0
894,2023-04-30,Uttar Pradesh,North,Smartphone,7665,4,10,27594.0
895,2023-03-01,Gujarat,West,TV,13580,2,20,21728.0
896,2023-01-11,Karnataka,South,AC,5502,2,20,8803.2
897,2023-08-28,Karnataka,South,AC,9505,3,20,22812.0
898,2023-07-19,West Bengal,East,Tablet,12051,2,0,24102.0
899,2023-01-05,Gujarat,West,Refrigerator,4569,1,15,3883.65
900,2023-12-24,Tamil Nadu,South,Laptop,6197,4,5,23548.6
901,2023-06-22,Gujarat,West,Mixer,14719,4,20,47100.8
902,2023-10-30,Maharashtra,West,Mixer,17306,4,0,69224.0
903,2023-10-03,Gujarat,West,Mixer,20956,4,20,67059.2
904,2023-02-01,Maharashtra,West,TV,14389,4,10,51800.4
905,2023-07-24,Maharashtra,West,Mixer,7809,4,20,24988.800000000003
906,2023-11-14,Maharashtra,West,TV,16425,2,10,29565.0
907,2023-12-25,Gujarat,West,Refrigerator,6682,4,10,24055.2
908,2023-06-02,Karnataka,South,AC,26000,2,15,44200.0
909,2023-09-29,Uttar Pradesh,North,Heater,14693,4,5,55833.399999999994
910,2023-04-29,Delhi,North,Heater,13148,2,15,22351.6
911,2023-01-28,Uttar Pradesh,North,Smartphone,8981,3,15,22901.55
912,2023-10-27,Maharashtra,West,TV,22423,3,5,63905.549999999996
913,2023-08-12,Gujarat,West,Mixer,20306,5,15,86300.5
914,2023-02-19,Uttar Pradesh,North,Smartphone,27670,2,15,47039.0
915,2023-02-12,Maharashtra,West,Refrigerator,25170,3,25,56632.5
916,2023-03-28,Uttar Pradesh,North,Winter Jacket,13955,2,15,23723.5
917,2023-12-07,Gujarat,West,TV,29956,4,5,113832.79999999999
918,2023-01-04,West Bengal,East,Mobile,958,1,10,862.2
919,2023-12-28,Delhi,North,Winter Jacket,5106,4,15,17360.399999999998
920,2023-02-24,Gujarat,West,TV,27516,1,5,26140.199999999997
921,2023-09-10,Maharashtra,West,Mixer,23159,2,10,41686.200000000004
922,2023-04-05,Delhi,North,Smartphone,16947,3,5,48298.95
923,2023-07-08,Maharashtra,West,Refrigerator,2065,4,5,7847.0
924,2023-07-22,Delhi,North,Smartphone,12848,4,15,43683.2
925,2023-05-03,Maharashtra,West,TV,27715,3,5,78987.75
926,2023-07-31,Gujarat,West,TV,26260,4,0,105040.0
927,2023-09-17,Karnataka,South,Fan,13027,3,15,33218.85
928,2023-04-05,Delhi,North,Winter Jacket,28202,3,10,76145.40000000001
929,2023-01-15,West Bengal,East,Tablet,8589,4,25,25767.0
930,2023-10-06,Maharashtra,West,Mixer,11190,4,20,35808.0
931,2023-06-08,West Bengal,East,Headphones,15753,4,15,53560.2
932,2023-11-26,Delhi,North,Smartphone,24565,3,20,58956.0
933,2023-11-27,Maharashtra,West,Mixer,14249,4,20,45596.8
934,2023-02-11,Maharashtra,West,Refrigerator,17382,4,10,62575.200000000004
935,2023-04-07,Tamil Nadu,South,Fan,14532,3,10,39236.4
936,2023-07-06,West Bengal,East,Headphones,25419,2,15,43212.299999999996
937,2023-04-06,Gujarat,West,Mixer,1264,2,10,2275.2000000000003
938,2023-04-14,West Bengal,East,Tablet,15160,2,0,30320.0
939,2023-11-02,Uttar Pradesh,North,Winter Jacket,5183,4,20,16585.600000000002
940,2023-03-05,West Bengal,East,Tablet,6046,2,20,9673.6
941,2023-05-06,Tamil Nadu,South,AC,28709,3,10,77514.3
942,2023-02-15,Gujarat,West,Mixer,27263,1,10,24536.7
943,2023-07-06,Karnataka,South,Laptop,14217,2,0,28434.0
944,2023-07-05,Karnataka,South,Fan,13086,4,10,47109.6
945,2023-02-10,Maharashtra,West,TV,19441,1,0,19441.0
946,2023-06-21,Delhi,North,Heater,11089,1,20,8871.2
947,2023-01-02,Delhi,North,Smartphone,1755,3,20,4212.0
948,2023-10-06,Maharashtra,West,Mixer,25424,3,15,64831.2
949,2023-07-14,Gujarat,West,Mixer,11890,4,0,47560.0
950,2023-10-31,Uttar Pradesh,North,Winter Jacket,22663,3,0,67989.0
951,2023-12-29,Karnataka,South,AC,13052,1,20,10441.6
952,2023-08-05,Tamil Nadu,South,Fan,17455,3,20,41892.0
953,2023-07-29,Delhi,North,Smartphone,15465,5,5,73458.75
954,2023-08-16,Gujarat,West,Refrigerator,28049,3,10,75732.3
955,2023-02-04,Delhi,North,Winter Jacket,12196,2,20,19513.600000000002
956,2023-05-06,Karnataka,South,Laptop,6471,5,5,30737.25
957,2023-07-26,West Bengal,East,Mobile,25227,4,15,85771.8
958,2023-01-08,Uttar Pradesh,North,Heater,5862,2,25,8793.0
959,2023-03-22,Delhi,North,Smartphone,6738,1,20,5390.400000000001
960,2023-09-16,West Bengal,East,Headphones,1735,2,15,2949.5
961,2023-04-08,Karnataka,South,Fan,13290,2,25,19935.0
962,2023-11-29,Karnataka,South,Fan,2798,4,0,11192.0
963,2023-06-28,Maharashtra,West,Mixer,3806,4,15,12940.4
964,2023-08-15,Tamil Nadu,South,Fan,13043,3,20,31303.2
965,2023-12-16,Karnataka,South,AC,3859,3,25,8682.75
966,2023-09-02,Delhi,North,Winter Jacket,22041,5,20,88164.0
967,2023-12-07,Delhi,North,Smartphone,10687,2,10,19236.600000000002
968,2023-10-17,Karnataka,South,Fan,16397,1,15,13937.449999999999
969,2023-06-15,Delhi,North,Winter Jacket,14905,1,0,14905.0
970,2023-05-01,West Bengal,East,Tablet,24990,4,5,94962.0
971,2023-11-29,Uttar Pradesh,North,Smartphone,8828,1,0,8828.0
972,2023-10-28,Uttar Pradesh,North,Winter Jacket,16341,3,25,36767.25
973,2023-08-31,Gujarat,West,Refrigerator,754,2,20,1206.4
974,2023-07-12,Karnataka,South,AC,7082,3,20,16996.8
975,2023-05-03,Uttar Pradesh,North,Smartphone,12159,2,10,21886.2
976,2023-06-10,Tamil Nadu,South,Laptop,28204,5,15,119867.0
977,2023-03-14,West Bengal,East,Headphones,17288,2,5,32847.2
978,2023-07-24,Tamil Nadu,South,Laptop,20381,2,5,38723.9
979,2023-06-27,Maharashtra,West,Mixer,9641,2,0,19282.0
980,2023-12-02,Delhi,North,Winter Jacket,7789,2,20,12462.400000000001
981,2023-08-20,Uttar Pradesh,North,Smartphone,19325,3,10,52177.5
982,2023-04-30,West Bengal,East,Mobile,14804,3,20,35529.6
983,2023-10-30,West Bengal,East,Tablet,10624,2,15,18060.8
984,2023-06-12,Tamil Nadu,South,Fan,1559,1,10,1403.1000000000001
985,2023-06-24,Tamil Nadu,South,AC,8956,5,20,35824.0
986,2023-01-24,Gujarat,West,Mixer,26057,3,10,70353.90000000001
987,2023-07-21,West Bengal,East,Tablet,7705,1,15,6549.25
988,2023-09-05,Maharashtra,West,Mixer,28102,2,20,44963.200000000004
989,2023-06-15,Maharashtra,West,TV,25278,1,5,24014.1
990,2023-03-04,Gujarat,West,Refrigerator,24154,3,10,65215.8
991,2023-02-12,Maharashtra,West,Mixer,21616,2,15,36747.2
992,2023-07-01,Gujarat,West,Refrigerator,9378,2,5,17818.2
993,2023-05-27,Karnataka,South,Fan,12589,3,10,33990.3
994,2023-10-09,Uttar Pradesh,North,Heater,15022,1,5,14270.9
995,2023-12-15,Karnataka,South,AC,15217,3,5,43368.45
996,2023-07-03,West Bengal,East,Tablet,21988,4,10,79156.8
997,2023-11-30,Karnataka,South,Laptop,14107,2,15,23981.899999999998
998,2023-11-17,Uttar Pradesh,North,Smartphone,15800,4,0,63200.0
999,2023-11-21,Uttar Pradesh,North,Smartphone,23316,4,10,83937.6
1000,2023-08-11,Uttar Pradesh,North,Winter Jacket,19497,2,20,31195.2
1001,2023-04-10,Delhi,North,Winter Jacket,21676,3,0,65028.0
1002,2023-07-24,Tamil Nadu,South,Laptop,12673,3,20,30415.2
1003,2023-10-16,West Bengal,East,Headphones,9787,2,0,19574.0
1004,2023-07-06,Uttar Pradesh,North,Heater,25549,3,0,76647.0
1005,2023-10-07,Uttar Pradesh,North,Winter Jacket,21637,4,10,77893.2
1006,2023-01-03,Karnataka,South,Fan,7976,4,20,25523.2
1007,2023-01-07,Maharashtra,West,TV,9863,2,20,15780.800000000001
1008,2023-09-20,Delhi,North,Smartphone,25940,4,20,83008.0
1009,2023-01-31,Gujarat,West,Refrigerator,12038,1,10,10834.2
1010,2023-12-04,Delhi,North,Smartphone,21188,3,15,54029.4
1011,2023-02-05,Gujarat,West,TV,20793,5,15,88370.25
1012,2023-08-27,Tamil Nadu,South,Laptop,11241,5,15,47774.25
1013,2023-09-27,Gujarat,West,Refrigerator,13615,3,0,40845.0
1014,2023-06-15,Tamil Nadu,South,Fan,4335,4,10,15606.0
1015,2023-02-20,Gujarat,West,Mixer,4510,3,15,11500.5
1016,2023-12-17,Gujarat,West,TV,13847,3,20,33232.8
1017,2023-12-25,Maharashtra,West,TV,1036,1,10,932.4
1018,2023-04-30,Karnataka,South,Fan,17316,5,10,77922.0
1019,2023-04-20,Karnataka,South,AC,22602,3,20,54244.8
1020,2023-09-26,Delhi,North,Smartphone,902,2,15,1533.3999999999999
1021,2023-02-09,Gujarat,West,Mixer,8811,3,15,22468.05
1022,2023-06-25,Gujarat,West,Mixer,26293,5,25,98598.75
1023,2023-03-21,Tamil Nadu,South,Laptop,15931,1,20,12744.800000000001
1024,2023-09-06,Gujarat,West,Refrigerator,20367,4,10,73321.2
1025,2023-12-01,Maharashtra,West,Refrigerator,19364,1,20,15491.2
1026,2023-02-09,Uttar Pradesh,North,Heater,3898,3,10,10524.6
1027,2023-07-29,Delhi,North,Winter Jacket,19784,5,10,89028.0
1028,2023-11-11,Delhi,North,Winter Jacket,17632,5,10,79344.0
1029,2023-08-10,Delhi,North,Smartphone,21514,2,15,36573.799999999996
1030,2023-08-16,Delhi,North,Smartphone,22215,2,10,39987.0
1031,2023-05-10,Uttar Pradesh,North,Winter Jacket,15678,3,10,42330.6
1032,2023-12-03,Uttar Pradesh,North,Smartphone,21218,3,10,57288.6
1033,2023-03-04,West Bengal,East,Tablet,3078,4,10,11080.800000000001
1034,2023-10-30,Uttar Pradesh,North,Smartphone,16785,3,0,50355.0
1035,2023-01-21,West Bengal,East,Tablet,9917,2,10,17850.600000000002
1036,2023-08-07,West Bengal,East,Mobile,18903,4,15,64270.2
1037,2023-08-25,West Bengal,East,Tablet,18728,3,0,56184.0
1038,2023-10-23,Tamil Nadu,South,Fan,12707,2,0,25414.0
1039,2023-09-23,West Bengal,East,Headphones,6074,2,10,10933.2
1040,2023-03-05,Maharashtra,West,TV,2002,2,25,3003.0
1041,2023-06-27,Uttar Pradesh,North,Smartphone,22870,3,15,58318.5
1042,2023-12-31,Uttar Pradesh,North,Smartphone,28834,4,5,109569.2
1043,2023-08-15,Gujarat,West,TV,8190,4,10,29484.0
1044,2023-05-14,Karnataka,South,Laptop,23449,2,15,39863.299999999996
1045,2023-07-12,Gujarat,West,TV,29449,2,0,58898.0
1046,2023-04-27,Delhi,North,Heater,26425,3,15,67383.75
1047,2023-01-21,Tamil Nadu,South,Fan,19839,2,20,31742.4
1048,2023-11-30,West Bengal,East,Mobile,932,2,10,1677.6000000000001
1049,2023-03-01,Gujarat,West,TV,24986,4,10,89949.6
1050,2023-04-27,West Bengal,East,Tablet,12119,3,20,29085.600000000002
1051,2023-04-25,Delhi,North,Winter Jacket,7136,4,0,28544.0
1052,2023-08-07,Karnataka,South,AC,8542,4,15,29042.8
1053,2023-05-30,Karnataka,South,AC,4973,2,5,9448.699999999999
1054,2023-12-30,Maharashtra,West,TV,6479,3,15,16521.45
1055,2023-09-23,West Bengal,East,Headphones,22748,5,25,85305.0
1056,2023-11-12,Delhi,North,Winter Jacket,28684,5,10,129078.0
1057,2023-06-28,Tamil Nadu,South,Laptop,25807,3,10,69678.90000000001
1058,2023-11-16,Tamil Nadu,South,AC,27957,2,20,44731.200000000004
1059,2023-10-30,Delhi,North,Heater,4559,3,10,12309.300000000001
1060,2023-11-24,Gujarat,West,TV,8813,2,10,15863.4
1061,2023-08-15,Maharashtra,West,Mixer,19151,4,5,72773.8
1062,2023-06-22,Uttar Pradesh,North,Heater,13825,2,10,24885.0
1063,2023-01-02,Tamil Nadu,South,Fan,12266,2,10,22078.8
1064,2023-03-12,Delhi,North,Smartphone,9007,2,10,16212.6
1065,2023-08-05,Maharashtra,West,Refrigerator,14850,3,25,33412.5
1066,2023-07-20,West Bengal,East,Tablet,17335,2,15,29469.5
1067,2023-05-26,Karnataka,South,AC,29350,1,20,23480.0
1068,2023-03-02,Karnataka,South,AC,5532,2,0,11064.0
1069,2023-01-08,Gujarat,West,TV,11352,5,10,51084.0
1070,2023-12-02,Maharashtra,West,TV,2174,2,5,4130.599999999999
1071,2023-09-12,Delhi,North,Heater,27848,1,20,22278.4
1072,2023-08-05,West Bengal,East,Headphones,28211,2,15,47958.7
1073,2023-04-24,Uttar Pradesh,North,Smartphone,4125,2,20,6600.0
1074,2023-11-06,Gujarat,West,Refrigerator,7069,1,10,6362.1
1075,2023-12-23,Karnataka,South,Fan,27068,3,20,64963.200000000004
1076,2023-08-02,West Bengal,East,Tablet,1128,2,5,2143.2
1077,2023-04-23,West Bengal,East,Headphones,18182,2,15,30909.399999999998
1078,2023-04-18,Karnataka,South,Laptop,22300,3,20,53520.0
1079,2023-07-28,Karnataka,South,Fan,11853,3,20,28447.2
1080,2023-01-03,Maharashtra,West,Mixer,18354,3,10,49555.8
1081,2023-09-12,Tamil Nadu,South,AC,3676,4,20,11763.2
1082,2023-07-04,Uttar Pradesh,North,Smartphone,22168,3,5,63178.799999999996
1083,2023-03-26,Maharashtra,West,Refrigerator,22334,5,15,94919.5
1084,2023-07-03,Maharashtra,West,Mixer,29117,4,20,93174.40000000001
1085,2023-07-24,Gujarat,West,Refrigerator,5410,1,0,5410.0
1086,2023-05-05,Tamil Nadu,South,Fan,9391,1,20,7512.8
1087,2023-12-27,Karnataka,South,Fan,25356,4,10,91281.6
1088,2023-08-25,Karnataka,South,Fan,6139,2,20,9822.4
1089,2023-03-09,Tamil Nadu,South,Fan,26980,3,20,64752.0
1090,2023-05-16,Maharashtra,West,TV,20396,1,20,16316.800000000001
1091,2023-04-07,Uttar Pradesh,North,Winter Jacket,2606,3,15,6645.3
1092,2023-01-03,Gujarat,West,Mixer,6888,2,20,11020.800000000001
1093,2023-03-21,West Bengal,East,Mobile,25827,4,15,87811.8
1094,2023-01-21,Uttar Pradesh,North,Heater,8903,3,5,25373.55
1095,2023-10-15,Gujarat,West,Mixer,5452,4,10,19627.2
1096,2023-04-19,Gujarat,West,TV,17931,1,20,14344.800000000001
1097,2023-08-03,Tamil Nadu,South,AC,21527,2,20,34443.200000000004
1098,2023-08-27,Gujarat,West,Refrigerator,29623,3,15,75538.65
1099,2023-12-30,Tamil Nadu,South,Fan,20449,5,25,76683.75
1100,2023-02-03,West Bengal,East,Headphones,6387,1,5,6067.65
1101,2023-03-19,West Bengal,East,Tablet,8610,3,25,19372.5
1102,2023-05-01,West Bengal,East,Tablet,18523,3,5,52790.549999999996
1103,2023-01-06,Karnataka,South,AC,2967,1,0,2967.0
1104,2023-03-03,Uttar Pradesh,North,Winter Jacket,23433,2,10,42179.4
1105,2023-09-11,Karnataka,South,Fan,2841,4,20,9091.2
1106,2023-04-17,Tamil Nadu,South,AC,13485,3,20,32364.0
1107,2023-05-05,Maharashtra,West,Refrigerator,21239,3,0,63717.0
1108,2023-05-18,Maharashtra,West,Mixer,10846,1,10,9761.4
1109,2023-03-22,Delhi,North,Smartphone,19028,1,0,19028.0
1110,2023-09-21,West Bengal,East,Headphones,10938,1,15,9297.3
1111,2023-04-08,Delhi,North,Smartphone,8319,5,15,35355.75
1112,2023-04-18,Tamil Nadu,South,Laptop,25822,4,15,87794.8
1113,2023-05-14,Gujarat,West,Refrigerator,10765,3,25,24221.25
1114,2023-08-13,Tamil Nadu,South,AC,10861,4,10,39099.6
1115,2023-10-31,Tamil Nadu,South,Fan,15575,2,5,29592.5
1116,2023-11-16,Maharashtra,West,Refrigerator,22800,1,10,20520.0
1117,2023-07-13,Maharashtra,West,Refrigerator,24409,2,5,46377.1
1118,2023-09-07,Gujarat,West,Refrigerator,17286,4,15,58772.4
1119,2023-08-16,West Bengal,East,Mobile,17884,4,5,67959.2
1120,2023-08-02,Uttar Pradesh,North,Smartphone,18492,3,20,44380.8
1121,2023-09-12,Tamil Nadu,South,Fan,13368,2,10,24062.4
1122,2023-11-21,Delhi,North,Winter Jacket,29555,4,10,106398.0
1123,2023-08-08,West Bengal,East,Tablet,762,4,0,3048.0
1124,2023-10-01,Tamil Nadu,South,Fan,9255,4,15,31467.0
1125,2023-07-20,Delhi,North,Heater,16567,1,20,13253.6
1126,2023-08-23,Uttar Pradesh,North,Heater,14643,4,10,52714.8
1127,2023-04-09,Uttar Pradesh,North,Winter Jacket,21735,3,15,55424.25
1128,2023-11-09,Karnataka,South,Fan,17759,1,20,14207.2
1129,2023-09-29,Karnataka,South,AC,8948,1,0,8948.0
1130,2023-09-18,West Bengal,East,Tablet,23112,4,5,87825.59999999999
1131,2023-03-24,Karnataka,South,Fan,19704,3,0,59112.0
1132,2023-01-05,Gujarat,West,TV,29370,3,15,74893.5
1133,2023-02-07,Maharashtra,West,Mixer,8127,1,0,8127.0
1134,2023-07-07,Uttar Pradesh,North,Heater,690,4,15,2346.0
1135,2023-06-09,Tamil Nadu,South,Laptop,5396,2,15,9173.199999999999
1136,2023-05-09,West Bengal,East,Tablet,20944,3,0,62832.0
1137,2023-06-15,Delhi,North,Heater,12474,4,5,47401.2
1138,2023-07-25,Delhi,North,Smartphone,20615,4,15,70091.0
1139,2023-03-09,Karnataka,South,Fan,26442,4,15,89902.8
1140,2023-03-03,Tamil Nadu,South,Fan,28656,4,0,114624.0
1141,2023-12-03,Delhi,North,Heater,18977,2,15,32260.899999999998
1142,2023-01-10,Uttar Pradesh,North,Smartphone,9458,1,20,7566.400000000001
1143,2023-12-31,Tamil Nadu,South,AC,7522,3,15,19181.1
1144,2023-01-04,Uttar Pradesh,North,Heater,15685,1,20,12548.0
1145,2023-08-28,Delhi,North,Winter Jacket,2378,4,5,9036.4
1146,2023-12-19,Karnataka,South,Laptop,24801,4,20,79363.20000000001
1147,2023-03-27,Tamil Nadu,South,Laptop,17649,3,0,52947.0
1148,2023-05-12,Gujarat,West,TV,25615,1,0,25615.0
1149,2023-02-10,Maharashtra,West,Mixer,16681,3,0,50043.0
1150,2023-06-02,Gujarat,West,Refrigerator,20188,4,0,80752.0
1151,2023-05-17,Tamil Nadu,South,Laptop,2580,2,15,4386.0
1152,2023-08-17,Karnataka,South,Laptop,28536,2,20,45657.600000000006
1153,2023-03-09,Tamil Nadu,South,Fan,25422,4,5,96603.59999999999
1154,2023-12-23,Uttar Pradesh,North,Smartphone,12363,2,15,21017.1
1155,2023-03-25,Karnataka,South,Fan,28488,5,10,128196.0
1156,2023-05-07,Uttar Pradesh,North,Heater,9615,2,5,18268.5
1157,2023-10-31,West Bengal,East,Headphones,15910,1,0,15910.0
1158,2023-04-29,Uttar Pradesh,North,Smartphone,12884,4,25,38652.0
1159,2023-05-12,Maharashtra,West,Refrigerator,668,4,5,2538.4
1160,2023-12-31,Delhi,North,Winter Jacket,18363,3,5,52334.549999999996
1161,2023-03-19,Uttar Pradesh,North,Winter Jacket,20118,3,25,45265.5
1162,2023-02-05,Maharashtra,West,Refrigerator,23379,4,15,79488.59999999999
1163,2023-01-30,Gujarat,West,Mixer,15427,3,0,46281.0
1164,2023-08-03,Delhi,North,Heater,1119,3,0,3357.0
1165,2023-03-21,Delhi,North,Heater,5592,4,10,20131.2
1166,2023-01-09,Uttar Pradesh,North,Winter Jacket,16213,2,5,30804.699999999997
1167,2023-11-30,Gujarat,West,TV,4707,3,5,13414.949999999999
1168,2023-05-13,Karnataka,South,AC,19177,2,10,34518.6
1169,2023-03-09,Delhi,North,Winter Jacket,29673,2,10,53411.4
1170,2023-10-14,West Bengal,East,Headphones,8465,4,10,30474.0
1171,2023-10-13,Gujarat,West,Refrigerator,15021,2,5,28539.899999999998
1172,2023-02-25,Maharashtra,West,TV,25691,5,15,109186.75
1173,2023-11-17,West Bengal,East,Headphones,19089,3,15,48676.95
1174,2023-03-12,Delhi,North,Heater,2693,5,5,12791.75
1175,2023-06-19,Delhi,North,Winter Jacket,3216,1,20,2572.8
1176,2023-03-26,Gujarat,West,Mixer,18249,4,15,62046.6
1177,2023-08-05,Karnataka,South,Fan,1509,3,20,3621.6000000000004
1178,2023-07-24,Tamil Nadu,South,Fan,14209,3,20,34101.6
1179,2023-07-09,Tamil Nadu,South,Laptop,29851,4,20,95523.20000000001
1180,2023-01-14,Uttar Pradesh,North,Winter Jacket,18217,5,15,77422.25
1181,2023-05-31,Tamil Nadu,South,Laptop,2643,2,20,4228.8
1182,2023-10-06,Maharashtra,West,Mixer,19069,4,0,76276.0
1183,2023-09-15,Tamil Nadu,South,Fan,2675,1,5,2541.25
1184,2023-11-16,West Bengal,East,Mobile,17778,1,10,16000.2
1185,2023-08-15,Gujarat,West,Mixer,16076,4,20,51443.200000000004
1186,2023-05-25,Karnataka,South,Fan,3769,4,15,12814.6
1187,2023-03-27,West Bengal,East,Tablet,7379,4,5,28040.199999999997
1188,2023-05-28,Delhi,North,Winter Jacket,29617,2,5,56272.299999999996
1189,2023-03-27,Uttar Pradesh,North,Heater,3551,4,15,12073.4
1190,2023-10-15,Karnataka,South,Laptop,14289,4,10,51440.4
1191,2023-04-02,Uttar Pradesh,North,Winter Jacket,5042,5,5,23949.5
1192,2023-09-10,Maharashtra,West,Refrigerator,15669,5,20,62676.0
1193,2023-01-30,West Bengal,East,Headphones,14111,1,0,14111.0
1194,2023-12-12,West Bengal,East,Headphones,13040,2,10,23472.0
1195,2023-09-26,Gujarat,West,Refrigerator,26128,2,10,47030.4
1196,2023-09-09,West Bengal,East,Mobile,4509,4,25,13527.0
1197,2023-03-12,Tamil Nadu,South,AC,24677,5,15,104877.25
1198,2023-06-07,West Bengal,East,Tablet,26843,2,20,42948.8
1199,2023-05-08,Gujarat,West,TV,10887,1,0,10887.0
1200,2023-02-25,Tamil Nadu,South,AC,1363,5,15,5792.75
1201,2023-01-10,Delhi,North,Heater,4670,4,5,17746.0
1202,2023-07-05,Gujarat,West,TV,21185,1,15,18007.25
1203,2023-07-27,Maharashtra,West,Refrigerator,25385,2,5,48231.5
1204,2023-03-08,Gujarat,West,Refrigerator,8669,3,5,24706.649999999998
1205,2023-05-07,Tamil Nadu,South,AC,1014,4,10,3650.4
1206,2023-03-28,West Bengal,East,Mobile,21114,4,10,76010.40000000001
1207,2023-11-17,Tamil Nadu,South,AC,6745,3,10,18211.5
1208,2023-11-21,West Bengal,East,Mobile,9069,4,5,34462.2
1209,2023-06-11,West Bengal,East,Tablet,27591,2,15,46904.7
1210,2023-07-21,Gujarat,West,Mixer,509,2,20,814.4000000000001
1211,2023-02-18,Uttar Pradesh,North,Smartphone,17103,3,10,46178.1
