order_id,order_date,state,region,product_name,price,quantity,discount,revenue,month,cost,profit
733,2023-12-23,Karnataka,South,Fan,26502,4,25,79506.0,12,18551.399999999998,31802.40000000001
734,2023-12-19,Maharashtra,West,Refrigerator,22981,1,20,18384.8,12,16086.699999999999,6894.300000000001
735,2023-03-03,West Bengal,East,Tablet,13614,2,0,27228.0,3,9529.8,8168.4000000000015
736,2023-08-16,Karnataka,South,Laptop,28800,2,20,46080.0,8,20160.0,17280.0
737,2023-07-19,Gujarat,West,Refrigerator,13526,3,15,34491.299999999996,7,9468.199999999999,12173.400000000003
738,2023-10-11,Tamil Nadu,South,AC,9920,3,15,25296.0,10,6944.0,8928.0
739,2023-07-17,Uttar Pradesh,North,Winter Jacket,18775,1,15,15958.75,7,13142.5,5632.5
740,2023-04-23,Tamil Nadu,South,Laptop,15377,4,5,58432.6,4,10763.9,18452.4
741,2023-07-26,West Bengal,East,Headphones,17116,2,20,27385.6,7,11981.199999999999,10269.600000000002
742,2023-02-23,Uttar Pradesh,North,Smartphone,25487,1,20,20389.6,2,17840.899999999998,7646.100000000002
743,2023-10-08,Gujarat,West,Mixer,15767,4,25,47301.0,10,11036.9,18920.4
744,2023-09-06,West Bengal,East,Mobile,21586,2,5,41013.4,9,15110.199999999999,12951.600000000002
745,2023-09-08,Delhi,North,Smartphone,24601,1,20,19680.800000000003,9,17220.699999999997,7380.300000000003
746,2023-10-23,Delhi,North,Winter Jacket,22621,4,5,85959.8,10,15834.699999999999,27145.200000000004
747,2023-12-23,Tamil Nadu,South,Laptop,879,3,25,1977.75,12,615.3,791.1000000000001
748,2023-01-05,Uttar Pradesh,North,Smartphone,22764,1,20,18211.2,1,15934.8,6829.200000000001
749,2023-11-08,Gujarat,West,Mixer,29144,4,15,99089.6,11,20400.8,34972.8
750,2023-11-25,West Bengal,East,Mobile,10713,3,5,30532.05,11,7499.099999999999,9641.7
751,2023-02-10,Delhi,North,Heater,5595,1,0,5595.0,2,3916.4999999999995,1678.5000000000005
752,2023-04-23,Gujarat,West,Refrigerator,23137,3,15,58999.35,4,16195.9,20823.300000000003
753,2023-03-15,Karnataka,South,AC,13345,3,20,32028.0,3,9341.5,12010.5
754,2023-01-18,Maharashtra,West,Refrigerator,28268,1,5,26854.6,1,19787.6,8480.400000000001
755,2023-03-03,Maharashtra,West,Mixer,14558,1,15,12374.3,3,10190.599999999999,4367.4000000000015
756,2023-01-03,Karnataka,South,Laptop,21760,4,15,73984.0,1,15231.999999999998,26112.000000000007
757,2023-12-03,Maharashtra,West,TV,18779,3,25,42252.75,12,13145.3,16901.100000000002
758,2023-09-10,Maharashtra,West,Refrigerator,9428,3,20,22627.2,9,6599.599999999999,8485.2
759,2023-12-06,Gujarat,West,Mixer,20990,4,5,79762.0,12,14692.999999999998,25188.000000000007
760,2023-05-02,Tamil Nadu,South,Laptop,25942,4,5,98579.6,5,18159.399999999998,31130.40000000001
761,2023-02-04,Delhi,North,Heater,5546,5,15,23570.5,2,3882.2,8319.0
762,2023-10-03,Karnataka,South,AC,22077,3,5,62919.45,10,15453.9,19869.300000000003
763,2023-08-27,Gujarat,West,Mixer,3269,3,20,7845.6,8,2288.2999999999997,2942.100000000001
764,2023-08-02,Karnataka,South,Laptop,18822,4,10,67759.2,8,13175.4,22586.4
765,2023-04-28,Uttar Pradesh,North,Heater,10227,1,5,9715.65,4,7158.9,3068.1000000000004
766,2023-09-09,Gujarat,West,Refrigerator,1626,5,20,6504.0,9,1138.1999999999998,2439.000000000001
767,2023-08-31,West Bengal,East,Headphones,12119,2,20,19390.4,8,8483.3,7271.4000000000015
768,2023-05-28,Karnataka,South,Laptop,3921,5,5,18624.75,5,2744.7,5881.500000000001
769,2023-08-08,Maharashtra,West,TV,1900,1,10,1710.0,8,1330.0,570.0
770,2023-11-22,Delhi,North,Heater,5842,3,10,15773.4,11,4089.3999999999996,5257.800000000001
771,2023-08-26,Uttar Pradesh,North,Smartphone,22608,2,10,40694.4,8,15825.599999999999,13564.800000000003
772,2023-03-05,West Bengal,East,Headphones,15352,3,10,41450.4,3,10746.4,13816.800000000001
773,2023-12-09,Uttar Pradesh,North,Heater,10095,2,25,15142.5,12,7066.5,6057.0
774,2023-01-18,Tamil Nadu,South,Laptop,25481,3,15,64976.55,1,17836.699999999997,22932.90000000001
775,2023-01-30,Maharashtra,West,Refrigerator,15947,2,5,30299.3,1,11162.9,9568.2
776,2023-07-18,Karnataka,South,AC,10563,2,5,20069.7,7,7394.099999999999,6337.800000000001
777,2023-03-16,Delhi,North,Winter Jacket,3452,1,0,3452.0,3,2416.3999999999996,1035.6000000000004
778,2023-09-10,Delhi,North,Smartphone,7695,4,25,23085.0,9,5386.5,9234.0
779,2023-08-10,Tamil Nadu,South,AC,9752,3,5,27793.199999999997,8,6826.4,8776.800000000001
780,2023-01-01,Uttar Pradesh,North,Winter Jacket,15807,5,10,71131.5,1,11064.9,23710.5
781,2023-11-29,Delhi,North,Winter Jacket,21924,4,15,74541.59999999999,11,15346.8,26308.800000000003
782,2023-12-10,Tamil Nadu,South,Fan,536,2,5,1018.4,12,375.2,321.6
783,2023-12-14,Gujarat,West,Mixer,8881,4,0,35524.0,12,6216.7,10657.2
784,2023-08-20,Gujarat,West,TV,24427,3,5,69616.95,8,17098.899999999998,21984.300000000007
785,2023-01-20,Delhi,North,Smartphone,11621,1,15,9877.85,1,8134.7,3486.3
786,2023-11-01,Maharashtra,West,Refrigerator,15305,1,5,14539.75,11,10713.5,4591.5
787,2023-09-05,Gujarat,West,Refrigerator,26863,3,20,64471.2,9,18804.1,24176.700000000004
788,2023-02-09,West Bengal,East,Headphones,4257,1,5,4044.15,2,2979.8999999999996,1277.1000000000004
789,2023-08-27,Karnataka,South,AC,10102,3,5,28790.699999999997,8,7071.4,9091.800000000001
790,2023-02-21,Gujarat,West,Refrigerator,28439,4,15,96692.6,2,19907.3,34126.8
791,2023-12-04,Maharashtra,West,TV,17707,3,20,42496.8,12,12394.9,15936.300000000001
792,2023-07-22,Karnataka,South,Fan,4298,5,10,19341.0,7,3008.6,6447.0
793,2023-05-24,Tamil Nadu,South,Laptop,25566,3,0,76698.0,5,17896.199999999997,23009.40000000001
794,2023-04-03,Delhi,North,Smartphone,27614,1,10,24852.6,4,19329.8,8284.2
795,2023-07-23,Gujarat,West,Mixer,7004,3,15,17860.2,7,4902.799999999999,6303.600000000002
796,2023-03-22,Maharashtra,West,TV,10284,3,10,27766.8,3,7198.799999999999,9255.600000000002
797,2023-02-05,Karnataka,South,AC,1395,4,20,4464.0,2,976.4999999999999,1674.0000000000005
798,2023-09-03,Karnataka,South,Fan,9840,5,20,39360.0,9,6888.0,14760.0
799,2023-01-22,Tamil Nadu,South,Laptop,3142,2,5,5969.799999999999,1,2199.3999999999996,1885.2000000000007
800,2023-11-17,Karnataka,South,AC,6589,4,10,23720.4,11,4612.299999999999,7906.800000000003
801,2023-11-17,Gujarat,West,Refrigerator,29790,1,20,23832.0,11,20853.0,8937.0
802,2023-04-22,Tamil Nadu,South,Laptop,27991,3,5,79774.34999999999,4,19593.699999999997,25191.90000000001
803,2023-07-22,Uttar Pradesh,North,Heater,16153,4,10,58150.8,7,11307.099999999999,19383.600000000006
804,2023-08-24,West Bengal,East,Headphones,17652,4,0,70608.0,8,12356.4,21182.4
805,2023-12-24,Maharashtra,West,Mixer,3345,2,10,6021.0,12,2341.5,2007.0
806,2023-08-31,West Bengal,East,Mobile,9952,2,5,18908.8,8,6966.4,5971.200000000001
807,2023-01-07,Tamil Nadu,South,Laptop,7340,3,20,17616.0,1,5138.0,6606.0
808,2023-04-11,Gujarat,West,TV,3683,4,15,12522.2,4,2578.1,4419.6
809,2023-09-29,Maharashtra,West,Mixer,10686,2,20,17097.600000000002,9,7480.2,6411.6
810,2023-11-07,Uttar Pradesh,North,Winter Jacket,10886,1,15,9253.1,11,7620.2,3265.8
811,2023-06-02,Gujarat,West,Mixer,28534,3,15,72761.7,6,19973.8,25680.600000000002
812,2023-09-14,Maharashtra,West,Mixer,17017,2,20,27227.2,9,11911.9,10210.2
813,2023-08-30,Tamil Nadu,South,Fan,16279,2,10,29302.2,8,11395.3,9767.400000000001
814,2023-07-27,Delhi,North,Smartphone,23234,1,10,20910.6,7,16263.8,6970.200000000001
815,2023-09-06,Uttar Pradesh,North,Heater,12277,4,15,41741.8,9,8593.9,14732.400000000001
816,2023-09-05,West Bengal,East,Tablet,22557,3,5,64287.45,9,15789.9,20301.300000000003
817,2023-11-14,West Bengal,East,Tablet,11243,1,0,11243.0,11,7870.099999999999,3372.9000000000005
818,2023-06-25,West Bengal,East,Mobile,16121,2,10,29017.8,6,11284.699999999999,9672.600000000002
819,2023-01-10,Delhi,North,Smartphone,28372,3,10,76604.40000000001,1,19860.399999999998,25534.800000000007
820,2023-10-24,Tamil Nadu,South,Laptop,25229,3,0,75687.0,10,17660.3,22706.100000000002
821,2023-09-25,Gujarat,West,Mixer,766,3,15,1953.3,9,536.1999999999999,689.4000000000002
822,2023-09-29,Tamil Nadu,South,AC,975,1,15,828.75,9,682.5,292.5
823,2023-10-31,Gujarat,West,Refrigerator,19216,4,15,65334.4,10,13451.199999999999,23059.200000000004
824,2023-09-07,Delhi,North,Smartphone,22462,2,10,40431.6,9,15723.4,13477.2
825,2023-09-27,Tamil Nadu,South,AC,20284,3,0,60852.0,9,14198.8,18255.600000000002
826,2023-05-11,Maharashtra,West,Refrigerator,26532,1,15,22552.2,5,18572.399999999998,7959.600000000002
827,2023-12-12,Karnataka,South,AC,8292,3,10,22388.4,12,5804.4,7462.800000000001
828,2023-10-07,Gujarat,West,Mixer,2486,4,5,9446.8,10,1740.1999999999998,2983.2000000000007
829,2023-06-10,Tamil Nadu,South,Fan,1734,2,25,2601.0,6,1213.8,1040.4
830,2023-02-16,Maharashtra,West,Mixer,25451,2,10,45811.8,2,17815.699999999997,15270.600000000006
831,2023-06-27,Tamil Nadu,South,AC,21996,1,20,17596.8,6,15397.199999999999,6598.800000000001
832,2023-10-29,West Bengal,East,Headphones,7147,4,20,22870.4,10,5002.9,8576.400000000001
833,2023-01-01,Karnataka,South,AC,21182,2,5,40245.8,1,14827.4,12709.2
834,2023-10-12,Maharashtra,West,TV,15791,3,10,42635.7,10,11053.699999999999,14211.900000000003
835,2023-09-19,Gujarat,West,Refrigerator,9340,2,20,14944.0,9,6538.0,5604.0
836,2023-06-16,Gujarat,West,Refrigerator,16528,3,5,47104.8,6,11569.599999999999,14875.200000000004
837,2023-03-26,Uttar Pradesh,North,Smartphone,9192,4,20,29414.4,3,6434.4,11030.400000000001
838,2023-11-14,Karnataka,South,Fan,11289,3,10,30480.3,11,7902.299999999999,10160.100000000002
839,2023-01-26,Delhi,North,Heater,26939,2,10,48490.2,1,18857.3,16163.400000000001
840,2023-09-09,Uttar Pradesh,North,Winter Jacket,22215,5,5,105521.25,9,15550.499999999998,33322.50000000001
841,2023-02-05,Maharashtra,West,Refrigerator,19084,3,20,45801.600000000006,2,13358.8,17175.600000000002
842,2023-05-26,Maharashtra,West,Mixer,25186,3,20,60446.4,5,17630.199999999997,22667.40000000001
843,2023-01-24,West Bengal,East,Tablet,12776,3,20,30662.4,1,8943.199999999999,11498.400000000003
844,2023-04-18,Uttar Pradesh,North,Winter Jacket,7043,3,0,21129.0,4,4930.099999999999,6338.700000000002
845,2023-02-09,West Bengal,East,Headphones,15496,2,5,29442.4,2,10847.199999999999,9297.600000000002
846,2023-12-15,Delhi,North,Winter Jacket,14391,3,0,43173.0,12,10073.699999999999,12951.900000000003
847,2023-06-29,Gujarat,West,Mixer,27066,1,0,27066.0,6,18946.199999999997,8119.800000000003
848,2023-05-10,Delhi,North,Smartphone,15615,3,10,42160.5,5,10930.5,14053.5
849,2023-05-08,West Bengal,East,Headphones,14433,4,15,49072.2,5,10103.099999999999,17319.600000000006
850,2023-10-26,West Bengal,East,Headphones,3782,3,0,11346.0,10,2647.3999999999996,3403.800000000001
851,2023-11-18,Gujarat,West,TV,5953,5,10,26788.5,11,4167.099999999999,8929.500000000004
852,2023-09-22,Gujarat,West,Refrigerator,19101,3,20,45842.4,9,13370.699999999999,17190.9
853,2023-08-03,Gujarat,West,Mixer,13037,3,10,35199.9,8,9125.9,11733.300000000001
854,2023-04-25,Karnataka,South,Fan,7634,2,20,12214.4,4,5343.799999999999,4580.4000000000015
855,2023-07-14,West Bengal,East,Tablet,23489,1,15,19965.65,7,16442.3,7046.700000000001
856,2023-03-26,Maharashtra,West,Mixer,24051,3,10,64937.7,3,16835.7,21645.899999999998
857,2023-07-20,Tamil Nadu,South,AC,11150,1,5,10592.5,7,7804.999999999999,3345.000000000001
858,2023-10-07,Delhi,North,Heater,21742,4,20,69574.40000000001,10,15219.4,26090.4
859,2023-02-02,Delhi,North,Heater,9878,3,10,26670.6,2,6914.599999999999,8890.2
860,2023-12-12,Gujarat,West,Refrigerator,12293,4,20,39337.600000000006,12,8605.099999999999,14751.600000000006
861,2023-01-27,Gujarat,West,TV,8464,4,5,32163.199999999997,1,5924.799999999999,10156.800000000003
862,2023-07-25,Maharashtra,West,Refrigerator,11814,1,10,10632.6,7,8269.8,3544.2000000000007
863,2023-11-27,Uttar Pradesh,North,Winter Jacket,11806,3,10,31876.2,11,8264.199999999999,10625.400000000003
864,2023-08-08,Delhi,North,Heater,15295,2,0,30590.0,8,10706.5,9177.0
865,2023-05-13,Maharashtra,West,Mixer,12486,4,20,39955.2,5,8740.199999999999,14983.200000000004
866,2023-09-17,Tamil Nadu,South,Laptop,6384,2,20,10214.4,9,4468.799999999999,3830.4000000000015
867,2023-03-07,Delhi,North,Winter Jacket,7380,3,15,18819.0,3,5166.0,6642.0
868,2023-08-26,Delhi,North,Heater,5581,2,15,9487.7,8,3906.7,3348.6000000000004
869,2023-03-03,Karnataka,South,AC,6475,4,10,23310.0,3,4532.5,7770.0
870,2023-12-14,Maharashtra,West,Mixer,25608,4,20,81945.6,12,17925.6,30729.600000000006
871,2023-11-12,Karnataka,South,Fan,25639,5,25,96146.25,11,17947.3,38458.5
872,2023-04-14,Gujarat,West,TV,5202,2,5,9883.8,4,3641.3999999999996,3121.2000000000007
873,2023-06-27,Delhi,North,Smartphone,23938,4,20,76601.6,6,16756.6,28725.600000000006
874,2023-02-10,Tamil Nadu,South,Laptop,20483,2,15,34821.1,2,14338.099999999999,12289.800000000003
875,2023-05-22,Uttar Pradesh,North,Winter Jacket,19462,2,15,33085.4,5,13623.4,11677.2
876,2023-01-27,Gujarat,West,TV,20881,1,5,19836.95,1,14616.699999999999,6264.300000000001
877,2023-07-09,Delhi,North,Heater,25322,2,10,45579.6,7,17725.399999999998,15193.200000000004
878,2023-02-04,Gujarat,West,Refrigerator,10399,5,10,46795.5,2,7279.299999999999,15598.500000000004
879,2023-09-18,Gujarat,West,Refrigerator,1810,4,10,6516.0,9,1267.0,2172.0
880,2023-02-17,Maharashtra,West,Mixer,28412,2,20,45459.2,2,19888.399999999998,17047.200000000004
881,2023-11-26,West Bengal,East,Headphones,19036,2,5,36168.4,11,13325.199999999999,11421.600000000002
882,2023-08-31,Maharashtra,West,Refrigerator,29993,1,15,25494.05,8,20995.1,8997.900000000001
883,2023-02-23,Tamil Nadu,South,Fan,29577,3,0,88731.0,2,20703.899999999998,26619.300000000007
884,2023-09-08,Tamil Nadu,South,Laptop,28975,4,10,104310.0,9,20282.5,34770.0
885,2023-05-17,Maharashtra,West,TV,588,4,15,1999.2,5,411.59999999999997,705.6000000000001
886,2023-09-24,Maharashtra,West,TV,25440,5,10,114480.0,9,17808.0,38160.0
887,2023-12-27,Karnataka,South,Laptop,23078,3,15,58848.9,12,16154.599999999999,20770.200000000004
888,2023-05-17,West Bengal,East,Tablet,2297,2,0,4594.0,5,1607.8999999999999,1378.2000000000003
889,2023-09-12,Karnataka,South,AC,21122,2,15,35907.4,9,14785.4,12673.2
890,2023-01-22,Gujarat,West,TV,13607,2,20,21771.2,1,9524.9,8164.200000000001
891,2023-11-05,Tamil Nadu,South,Laptop,22597,5,25,84738.75,11,15817.9,33895.5
892,2023-07-03,Karnataka,South,AC,12143,3,5,34607.549999999996,7,8500.1,10928.699999999999
893,2023-06-15,Uttar Pradesh,North,Heater,15520,1,20,12416.0,6,10864.0,4656.0
894,2023-04-30,Uttar Pradesh,North,Smartphone,7665,4,10,27594.0,4,5365.5,9198.0
895,2023-03-01,Gujarat,West,TV,13580,2,20,21728.0,3,9506.0,8148.0
896,2023-01-11,Karnataka,South,AC,5502,2,20,8803.2,1,3851.3999999999996,3301.2000000000007
897,2023-08-28,Karnataka,South,AC,9505,3,20,22812.0,8,6653.5,8554.5
898,2023-07-19,West Bengal,East,Tablet,12051,2,0,24102.0,7,8435.699999999999,7230.600000000002
899,2023-01-05,Gujarat,West,Refrigerator,4569,1,15,3883.65,1,3198.2999999999997,1370.7000000000003
900,2023-12-24,Tamil Nadu,South,Laptop,6197,4,5,23548.6,12,4337.9,7436.4000000000015
901,2023-06-22,Gujarat,West,Mixer,14719,4,20,47100.8,6,10303.3,17662.800000000003
902,2023-10-30,Maharashtra,West,Mixer,17306,4,0,69224.0,10,12114.199999999999,20767.200000000004
903,2023-10-03,Gujarat,West,Mixer,20956,4,20,67059.2,10,14669.199999999999,25147.200000000004
904,2023-02-01,Maharashtra,West,TV,14389,4,10,51800.4,2,10072.3,17266.800000000003
905,2023-07-24,Maharashtra,West,Mixer,7809,4,20,24988.800000000003,7,5466.299999999999,9370.800000000003
906,2023-11-14,Maharashtra,West,TV,16425,2,10,29565.0,11,11497.5,9855.0
907,2023-12-25,Gujarat,West,Refrigerator,6682,4,10,24055.2,12,4677.4,8018.4000000000015
908,2023-06-02,Karnataka,South,AC,26000,2,15,44200.0,6,18200.0,15600.0
909,2023-09-29,Uttar Pradesh,North,Heater,14693,4,5,55833.399999999994,9,10285.099999999999,17631.600000000006
910,2023-04-29,Delhi,North,Heater,13148,2,15,22351.6,4,9203.599999999999,7888.800000000003
911,2023-01-28,Uttar Pradesh,North,Smartphone,8981,3,15,22901.55,1,6286.7,8082.900000000001
912,2023-10-27,Maharashtra,West,TV,22423,3,5,63905.55,10,15696.099999999999,20180.700000000004
913,2023-08-12,Gujarat,West,Mixer,20306,5,15,86300.5,8,14214.199999999999,30459.000000000007
914,2023-02-19,Uttar Pradesh,North,Smartphone,27670,2,15,47039.0,2,19369.0,16602.0
915,2023-02-12,Maharashtra,West,Refrigerator,25170,3,25,56632.5,2,17619.0,22653.0
916,2023-03-28,Uttar Pradesh,North,Winter Jacket,13955,2,15,23723.5,3,9768.5,8373.0
917,2023-12-07,Gujarat,West,TV,29956,4,5,113832.8,12,20969.199999999997,35947.20000000001
918,2023-01-04,West Bengal,East,Mobile,958,1,10,862.2,1,670.5999999999999,287.4000000000001
919,2023-12-28,Delhi,North,Winter Jacket,5106,4,15,17360.399999999998,12,3574.2,6127.200000000001
920,2023-02-24,Gujarat,West,TV,27516,1,5,26140.199999999997,2,19261.199999999997,8254.800000000003
921,2023-09-10,Maharashtra,West,Mixer,23159,2,10,41686.2,9,16211.3,13895.400000000001
922,2023-04-05,Delhi,North,Smartphone,16947,3,5,48298.95,4,11862.9,15252.300000000001
923,2023-07-08,Maharashtra,West,Refrigerator,2065,4,5,7847.0,7,1445.5,2478.0
924,2023-07-22,Delhi,North,Smartphone,12848,4,15,43683.2,7,8993.599999999999,15417.600000000006
925,2023-05-03,Maharashtra,West,TV,27715,3,5,78987.75,5,19400.5,24943.5
926,2023-07-31,Gujarat,West,TV,26260,4,0,105040.0,7,18382.0,31512.0
927,2023-09-17,Karnataka,South,Fan,13027,3,15,33218.85,9,9118.9,11724.300000000001
928,2023-04-05,Delhi,North,Winter Jacket,28202,3,10,76145.40000000001,4,19741.399999999998,25381.800000000007
929,2023-01-15,West Bengal,East,Tablet,8589,4,25,25767.0,1,6012.299999999999,10306.800000000003
930,2023-10-06,Maharashtra,West,Mixer,11190,4,20,35808.0,10,7832.999999999999,13428.000000000004
931,2023-06-08,West Bengal,East,Headphones,15753,4,15,53560.2,6,11027.099999999999,18903.600000000006
932,2023-11-26,Delhi,North,Smartphone,24565,3,20,58956.0,11,17195.5,22108.5
933,2023-11-27,Maharashtra,West,Mixer,14249,4,20,45596.8,11,9974.3,17098.800000000003
934,2023-02-11,Maharashtra,West,Refrigerator,17382,4,10,62575.2,2,12167.4,20858.4
935,2023-04-07,Tamil Nadu,South,Fan,14532,3,10,39236.4,4,10172.4,13078.800000000001
936,2023-07-06,West Bengal,East,Headphones,25419,2,15,43212.3,7,17793.3,15251.400000000001
937,2023-04-06,Gujarat,West,Mixer,1264,2,10,2275.2000000000003,4,884.8,758.4000000000001
938,2023-04-14,West Bengal,East,Tablet,15160,2,0,30320.0,4,10612.0,9096.0
939,2023-11-02,Uttar Pradesh,North,Winter Jacket,5183,4,20,16585.600000000002,11,3628.1,6219.6
940,2023-03-05,West Bengal,East,Tablet,6046,2,20,9673.6,3,4232.2,3627.6000000000004
941,2023-05-06,Tamil Nadu,South,AC,28709,3,10,77514.3,5,20096.3,25838.100000000002
942,2023-02-15,Gujarat,West,Mixer,27263,1,10,24536.7,2,19084.1,8178.9000000000015
943,2023-07-06,Karnataka,South,Laptop,14217,2,0,28434.0,7,9951.9,8530.2
944,2023-07-05,Karnataka,South,Fan,13086,4,10,47109.6,7,9160.199999999999,15703.200000000004
945,2023-02-10,Maharashtra,West,TV,19441,1,0,19441.0,2,13608.699999999999,5832.300000000001
946,2023-06-21,Delhi,North,Heater,11089,1,20,8871.2,6,7762.299999999999,3326.7000000000007
947,2023-01-02,Delhi,North,Smartphone,1755,3,20,4212.0,1,1228.5,1579.5
948,2023-10-06,Maharashtra,West,Mixer,25424,3,15,64831.2,10,17796.8,22881.600000000002
949,2023-07-14,Gujarat,West,Mixer,11890,4,0,47560.0,7,8323.0,14268.0
950,2023-10-31,Uttar Pradesh,North,Winter Jacket,22663,3,0,67989.0,10,15864.099999999999,20396.700000000004
951,2023-12-29,Karnataka,South,AC,13052,1,20,10441.6,12,9136.4,3915.6000000000004
952,2023-08-05,Tamil Nadu,South,Fan,17455,3,20,41892.0,8,12218.5,15709.5
953,2023-07-29,Delhi,North,Smartphone,15465,5,5,73458.75,7,10825.5,23197.5
954,2023-08-16,Gujarat,West,Refrigerator,28049,3,10,75732.3,8,19634.3,25244.100000000002
955,2023-02-04,Delhi,North,Winter Jacket,12196,2,20,19513.6,2,8537.199999999999,7317.600000000002
956,2023-05-06,Karnataka,South,Laptop,6471,5,5,30737.25,5,4529.7,9706.5
957,2023-07-26,West Bengal,East,Mobile,25227,4,15,85771.8,7,17658.899999999998,30272.40000000001
958,2023-01-08,Uttar Pradesh,North,Heater,5862,2,25,8793.0,1,4103.4,3517.2000000000007
959,2023-03-22,Delhi,North,Smartphone,6738,1,20,5390.400000000001,3,4716.599999999999,2021.4000000000005
960,2023-09-16,West Bengal,East,Headphones,1735,2,15,2949.5,9,1214.5,1041.0
961,2023-04-08,Karnataka,South,Fan,13290,2,25,19935.0,4,9303.0,7974.0
962,2023-11-29,Karnataka,South,Fan,2798,4,0,11192.0,11,1958.6,3357.6000000000004
963,2023-06-28,Maharashtra,West,Mixer,3806,4,15,12940.4,6,2664.2,4567.200000000001
964,2023-08-15,Tamil Nadu,South,Fan,13043,3,20,31303.2,8,9130.099999999999,11738.700000000004
965,2023-12-16,Karnataka,South,AC,3859,3,25,8682.75,12,2701.2999999999997,3473.100000000001
966,2023-09-02,Delhi,North,Winter Jacket,22041,5,20,88164.0,9,15428.699999999999,33061.50000000001
967,2023-12-07,Delhi,North,Smartphone,10687,2,10,19236.6,12,7480.9,6412.200000000001
968,2023-10-17,Karnataka,South,Fan,16397,1,15,13937.45,10,11477.9,4919.1
969,2023-06-15,Delhi,North,Winter Jacket,14905,1,0,14905.0,6,10433.5,4471.5
970,2023-05-01,West Bengal,East,Tablet,24990,4,5,94962.0,5,17493.0,29988.0
971,2023-11-29,Uttar Pradesh,North,Smartphone,8828,1,0,8828.0,11,6179.599999999999,2648.4000000000005
972,2023-10-28,Uttar Pradesh,North,Winter Jacket,16341,3,25,36767.25,10,11438.699999999999,14706.900000000003
973,2023-08-31,Gujarat,West,Refrigerator,754,2,20,1206.4,8,527.8,452.4000000000001
974,2023-07-12,Karnataka,South,AC,7082,3,20,16996.8,7,4957.4,6373.800000000001
975,2023-05-03,Uttar Pradesh,North,Smartphone,12159,2,10,21886.2,5,8511.3,7295.4000000000015
976,2023-06-10,Tamil Nadu,South,Laptop,28204,5,15,119867.0,6,19742.8,42306.0
977,2023-03-14,West Bengal,East,Headphones,17288,2,5,32847.2,3,12101.599999999999,10372.800000000003
978,2023-07-24,Tamil Nadu,South,Laptop,20381,2,5,38723.9,7,14266.699999999999,12228.600000000002
979,2023-06-27,Maharashtra,West,Mixer,9641,2,0,19282.0,6,6748.7,5784.6
980,2023-12-02,Delhi,North,Winter Jacket,7789,2,20,12462.4,12,5452.299999999999,4673.4000000000015
981,2023-08-20,Uttar Pradesh,North,Smartphone,19325,3,10,52177.5,8,13527.5,17392.5
982,2023-04-30,West Bengal,East,Mobile,14804,3,20,35529.6,4,10362.8,13323.600000000002
983,2023-10-30,West Bengal,East,Tablet,10624,2,15,18060.8,10,7436.799999999999,6374.4000000000015
984,2023-06-12,Tamil Nadu,South,Fan,1559,1,10,1403.1,6,1091.3,467.70000000000005
985,2023-06-24,Tamil Nadu,South,AC,8956,5,20,35824.0,6,6269.2,13434.0
986,2023-01-24,Gujarat,West,Mixer,26057,3,10,70353.90000000001,1,18239.899999999998,23451.300000000007
987,2023-07-21,West Bengal,East,Tablet,7705,1,15,6549.25,7,5393.5,2311.5
988,2023-09-05,Maharashtra,West,Mixer,28102,2,20,44963.2,9,19671.399999999998,16861.200000000004
989,2023-06-15,Maharashtra,West,TV,25278,1,5,24014.1,6,17694.6,7583.4000000000015
990,2023-03-04,Gujarat,West,Refrigerator,24154,3,10,65215.8,3,16907.8,21738.600000000002
991,2023-02-12,Maharashtra,West,Mixer,21616,2,15,36747.2,2,15131.199999999999,12969.600000000002
992,2023-07-01,Gujarat,West,Refrigerator,9378,2,5,17818.2,7,6564.599999999999,5626.800000000001
993,2023-05-27,Karnataka,South,Fan,12589,3,10,33990.3,5,8812.3,11330.100000000002
994,2023-10-09,Uttar Pradesh,North,Heater,15022,1,5,14270.9,10,10515.4,4506.6
995,2023-12-15,Karnataka,South,AC,15217,3,5,43368.45,12,10651.9,13695.300000000001
996,2023-07-03,West Bengal,East,Tablet,21988,4,10,79156.8,7,15391.599999999999,26385.600000000006
997,2023-11-30,Karnataka,South,Laptop,14107,2,15,23981.9,11,9874.9,8464.2
998,2023-11-17,Uttar Pradesh,North,Smartphone,15800,4,0,63200.0,11,11060.0,18960.0
999,2023-11-21,Uttar Pradesh,North,Smartphone,23316,4,10,83937.6,11,16321.199999999999,27979.200000000004
1000,2023-08-11,Uttar Pradesh,North,Winter Jacket,19497,2,20,31195.2,8,13647.9,11698.2
1001,2023-04-10,Delhi,North,Winter Jacket,21676,3,0,65028.0,4,15173.199999999999,19508.4
1002,2023-07-24,Tamil Nadu,South,Laptop,12673,3,20,30415.2,7,8871.099999999999,11405.700000000004
1003,2023-10-16,West Bengal,East,Headphones,9787,2,0,19574.0,10,6850.9,5872.200000000001
1004,2023-07-06,Uttar Pradesh,North,Heater,25549,3,0,76647.0,7,17884.3,22994.100000000002
1005,2023-10-07,Uttar Pradesh,North,Winter Jacket,21637,4,10,77893.2,10,15145.9,25964.4
1006,2023-01-03,Karnataka,South,Fan,7976,4,20,25523.2,1,5583.2,9571.2
1007,2023-01-07,Maharashtra,West,TV,9863,2,20,15780.8,1,6904.099999999999,5917.800000000001
